03,85,9D,03,59,AA,03,85,F7,03,59,D9,03,86,2E,03,59,F7, 
03,86,5D,03,5A,0C,03,86,B7,03,5A,47,03,86,E8,03,5A,63, 
03,87,1B,03,5A,75,03,87,5A,03,5A,9B,03,87,C6,03,5A,D3, 
03,87,FA,03,5A,FE,03,88,5D,03,5B,31,03,88,B1,03,5B,68, 
03,88,FC,03,5B,81,03,89,41,03,5B,A9,03,89,9B,03,5B,DD, 
03,89,EE,03,5C,06,03,8A,3E,03,5C,2B,03,8A,AD,03,5C,6F, 
03,8B,0C,03,5C,A9,03,8B,7E,03,5C,DE,03,8B,E6,03,5D,1D, 
03,8C,55,03,5D,5D,03,8C,B5,03,5D,89,03,8D,07,03,5D,BD, 
03,8D,77,03,5D,FA,03,8D,CB,03,5E,1C,03,8E,22,03,5E,53, 
03,8E,8D,03,5E,8E,03,8E,DB,03,5E,AE,03,8F,47,03,5E,EC, 
03,8F,99,03,5F,20,03,90,03,03,5F,56,03,90,3F,03,5F,80, 
03,90,A3,03,5F,B4,03,91,04,03,5F,EB,03,91,37,03,60,0F, 
03,91,70,03,60,24,03,91,BC,03,60,56,03,91,E0,03,60,65, 
03,92,3A,03,60,A7,03,92,61,03,60,BC,03,92,BA,03,60,EE, 
03,92,EF,03,61,0F,03,93,1C,03,61,36,03,93,23,03,61,35, 
03,93,42,03,61,4B,03,93,6F,03,61,66,03,93,8D,03,61,73, 
03,93,C4,03,61,94,03,93,EB,03,61,B5,03,94,10,03,61,C7, 
03,94,44,03,61,F0,03,94,60,03,61,FF,03,94,84,03,62,0B, 
03,94,8C,03,62,1A,03,94,85,03,62,03,03,94,A4,03,62,15, 
03,94,AA,03,62,1F,03,94,BB,03,62,29,03,94,DD,03,62,43, 
03,94,F2,03,62,4B,03,94,FC,03,62,4A,03,95,0F,03,62,5B, 
03,95,09,03,62,51,03,95,11,03,62,56,03,95,17,03,62,58, 
03,95,24,03,62,64,03,95,1C,03,62,63,03,95,47,03,62,82, 
03,95,55,03,62,85,03,95,42,03,62,75,03,95,4A,03,62,7F, 
03,95,4F,03,62,82,03,95,34,03,62,76,03,95,4E,03,62,7C, 
03,95,59,03,62,7D,03,95,80,03,62,99,03,95,68,03,62,8A, 
03,95,93,03,62,A0,03,95,A7,03,62,AD,03,95,8E,03,62,9E, 
03,95,9E,03,62,AE,03,95,B6,03,62,BD,03,95,B7,03,62,B5, 
03,95,D1,03,62,BF,03,95,E9,03,62,E5,03,96,14,03,62,F7, 
03,96,1B,03,62,FD,03,96,48,03,63,21,03,96,38,03,63,15, 
03,96,4C,03,63,21,03,96,61,03,63,31,03,96,98,03,63,55, 
03,96,B5,03,63,61,03,96,CA,03,63,71,03,96,FC,03,63,97, 
03,97,20,03,63,AD,03,97,29,03,63,B2,03,97,5B,03,63,DA, 
03,97,6D,03,63,E6,03,97,84,03,63,EB,03,97,C2,03,64,27, 
03,97,F1,03,64,3C,03,98,15,03,64,50,03,98,43,03,64,6F, 
03,98,7D,03,64,97,03,98,B4,03,64,AE,03,98,B0,03,64,B4, 
03,98,D6,03,64,D0,03,98,F3,03,64,E5,03,99,01,03,64,F7, 
03,99,49,03,65,19,03,99,6D,03,65,44,03,99,9A,03,65,57, 
03,99,CB,03,65,7A,03,9A,03,03,65,9C,03,9A,17,03,65,BD, 
03,9A,52,03,65,E5,03,9A,7B,03,65,FE,03,9A,87,03,66,03, 
03,9A,A1,03,66,18,03,9A,CC,03,66,3F,03,9A,F3,03,66,4D, 
03,9B,05,03,66,66,03,9B,39,03,66,90,03,9B,71,03,66,B0, 
03,9B,69,03,66,AA,03,9B,C1,03,66,F6,03,9B,D0,03,66,FE, 
03,9B,E5,03,67,09,03,9C,04,03,67,25,03,9C,46,03,67,68, 
03,9C,50,03,67,62,03,9C,73,03,67,82,03,9C,9B,03,67,A9, 
03,9C,BF,03,67,BD,03,9C,B9,03,67,B9,03,9C,DD,03,67,D5, 
03,9C,EB,03,67,EB,03,9D,12,03,68,08,03,9D,36,03,68,1C, 
03,9D,6C,03,68,46,03,9D,73,03,68,4E,03,9D,A4,03,68,72, 
03,9D,C8,03,68,91,03,9D,CD,03,68,A2,03,9D,CC,03,68,A8, 
03,9D,F6,03,68,C2,03,9D,EF,03,68,C1,03,9E,1C,03,68,DE, 
03,9E,45,03,69,02,03,9E,6D,03,69,26,03,9E,5C,03,69,1F, 
03,9E,A8,03,69,4F,03,9E,B8,03,69,5F,03,9E,A2,03,69,54, 
03,9E,C2,03,69,6B,03,9E,DE,03,69,81,03,9E,DC,03,69,89, 
03,9F,0E,03,69,B1,03,9F,21,03,69,B7,03,9F,40,03,69,D1, 
03,9F,56,03,69,EC,03,9F,74,03,69,FA,03,9F,75,03,69,F2, 
03,9F,52,03,69,E8,03,9F,78,03,6A,12,03,9F,85,03,6A,0C, 
03,9F,98,03,6A,20,03,9F,DA,03,6A,5B,03,9F,F6,03,6A,69, 
03,9F,FA,03,6A,67,03,A0,04,03,6A,6C,03,A0,34,03,6A,9D, 
03,A0,1F,03,6A,85,03,A0,14,03,6A,8D,03,A0,41,03,6A,A3, 
03,A0,4F,03,6A,9C,03,A0,4E,03,6A,AE,03,A0,87,03,6A,E2, 
03,A0,92,03,6A,E3,03,A0,8A,03,6A,E4,03,A0,AB,03,6A,F6, 
03,A0,BF,03,6B,0D,03,A0,C9,03,6B,10,03,A0,E4,03,6B,29, 
03,A1,0B,03,6B,4E,03,A1,00,03,6B,40,03,A1,20,03,6B,55, 
03,A1,29,03,6B,6B,03,A1,57,03,6B,86,03,A1,5D,03,6B,8D, 
03,A1,75,03,6B,9A,03,A1,6D,03,6B,A3,03,A1,77,03,6B,AB, 
03,A1,9B,03,6B,C5,03,A1,A1,03,6B,CB,03,A1,B1,03,6B,D1, 
03,A1,E7,03,6B,F8,03,A2,07,03,6C,16,03,A2,00,03,6C,21, 
03,A2,26,03,6C,38,03,A2,3D,03,6C,4C,03,A2,2D,03,6C,41, 
03,A2,38,03,6C,54,03,A2,5A,03,6C,68,03,A2,68,03,6C,77, 
03,A2,66,03,6C,72,03,A2,96,03,6C,96,03,A2,BC,03,6C,B3, 
03,A2,B9,03,6C,B7,03,A2,DB,03,6C,C7,03,A2,D3,03,6C,CA, 
03,A2,E8,03,6C,DE,03,A2,E5,03,6C,E2,03,A3,21,03,6D,04, 
03,A3,1B,03,6D,0B,03,A3,35,03,6D,15,03,A3,5E,03,6D,36, 
03,A3,82,03,6D,4D,03,A3,69,03,6D,43,03,A3,7F,03,6D,57, 
03,A3,82,03,6D,59,03,A3,5C,03,6D,46,03,A3,98,03,6D,6D, 
03,A3,A4,03,6D,7B,03,A3,B7,03,6D,81,03,A3,CC,03,6D,96, 
03,A3,D0,03,6D,92,03,A3,A8,03,6D,8E,03,A3,92,03,6D,64, 
03,A3,86,03,6D,4F,03,A3,56,03,6D,31,03,A3,3A,03,6D,16, 
03,A3,23,03,6D,13,03,A2,DF,03,6C,E0,03,A2,94,03,6C,98, 
03,A2,68,03,6C,72,03,A2,00,03,6C,2E,03,A1,75,03,6B,BB, 
03,A0,F2,03,6B,69,03,A0,78,03,6B,0A,03,9F,C9,03,6A,97, 
03,9F,2E,03,6A,20,03,9E,90,03,69,C0,03,9D,C4,03,69,37, 
03,9D,04,03,68,C0,03,9C,2D,03,68,56,03,9B,26,03,67,C0, 
03,9A,13,03,67,2E,03,99,15,03,66,A1,03,97,EA,03,65,F6, 
03,96,C6,03,65,5B,03,95,A5,03,64,BA,03,94,7B,03,64,1F, 
03,93,44,03,63,8B,03,92,21,03,63,03,03,90,E3,03,62,73, 
03,8F,BD,03,61,E0,03,8E,9F,03,61,60,03,8D,AD,03,60,FA, 
03,8C,A4,03,60,81,03,8B,D8,03,60,18,03,8A,FE,03,5F,A3, 
03,8A,40,03,5F,45,03,89,96,03,5E,DA,03,89,0C,03,5E,92, 
03,88,62,03,5E,1F,03,87,EF,03,5D,D7,03,87,6B,03,5D,7F, 
03,87,1C,03,5D,4A,03,86,AF,03,5D,04,03,86,6F,03,5C,D4, 
03,86,2E,03,5C,9E,03,86,09,03,5C,88,03,85,C7,03,5C,61, 
03,85,A6,03,5C,4F,03,85,95,03,5C,2E,03,85,5F,03,5C,14, 
03,85,58,03,5C,05,03,85,40,03,5B,F4,03,85,30,03,5B,F6, 
03,85,59,03,5C,0A,03,85,71,03,5C,1C,03,85,7B,03,5C,18, 
03,85,85,03,5C,2F,03,85,9F,03,5C,36,03,85,B0,03,5C,42, 
03,85,C1,03,5C,46,03,86,02,03,5C,78,03,86,13,03,5C,7C, 
03,86,26,03,5C,83,03,86,79,03,5C,CA,03,86,B5,03,5C,EA, 
03,86,EB,03,5D,0F,03,87,26,03,5D,32,03,87,73,03,5D,60, 
03,87,92,03,5D,75,03,87,C2,03,5D,95,03,88,13,03,5D,BA, 
03,88,62,03,5D,F3,03,88,A3,03,5E,19,03,88,EF,03,5E,41, 
03,89,26,03,5E,70,03,89,6E,03,5E,89,03,89,B3,03,5E,BB, 
03,89,F8,03,5E,DE,03,8A,49,03,5F,06,03,8A,91,03,5F,37, 
03,8A,F8,03,5F,76,03,8B,33,03,5F,8B,03,8B,75,03,5F,B6, 
03,8B,E0,03,5F,E5,03,8C,13,03,5F,FF,03,8C,46,03,60,25, 
03,8C,8E,03,60,49,03,8C,D8,03,60,69,03,8D,3D,03,60,A5, 
03,8D,9A,03,60,E1,03,8E,10,03,61,21,03,8E,4D,03,61,36, 
03,8E,B5,03,61,78,03,8F,0C,03,61,A5,03,8F,45,03,61,C3, 
03,8F,8E,03,61,DE,03,8F,FF,03,62,25,03,90,65,03,62,6A, 
03,90,BB,03,62,87,03,91,32,03,62,CD,03,91,BF,03,63,35, 
03,92,01,03,63,4A,03,92,6E,03,63,87,03,92,E1,03,63,D0, 
03,93,17,03,63,E5,03,93,6D,03,64,14,03,93,DB,03,64,55, 
03,94,32,03,64,81,03,94,84,03,64,BC,03,95,06,03,65,06, 
03,95,43,03,65,33,03,95,6B,03,65,4A,03,95,C6,03,65,7E, 
03,96,0B,03,65,A7,03,96,3C,03,65,C9,03,96,7C,03,65,F2, 
03,96,B6,03,66,20,03,96,F4,03,66,37,03,97,3D,03,66,72, 
03,97,7E,03,66,94,03,97,A2,03,66,9B,03,97,AB,03,66,B2, 
03,97,FD,03,66,E9,03,98,24,03,67,03,03,98,31,03,67,0D, 
03,98,6D,03,67,2E,03,98,8A,03,67,39,03,98,A6,03,67,45, 
03,98,DD,03,67,6A,03,99,0E,03,67,8A,03,99,1D,03,67,98, 
03,99,40,03,67,B3,03,99,4F,03,67,B3,03,99,61,03,67,B4, 
03,99,75,03,67,C5,03,99,81,03,67,BC,03,99,A5,03,67,DE, 
03,99,C2,03,67,EB,03,99,D1,03,68,08,03,99,D2,03,67,FC, 
03,99,EF,03,68,11,03,99,F5,03,68,13,03,9A,19,03,68,1F, 
03,9A,05,03,68,10,03,9A,1F,03,68,22,03,9A,3F,03,68,32, 
03,9A,47,03,68,3D,03,9A,2F,03,68,1F,03,9A,4C,03,68,3B, 
03,9A,49,03,68,3B,03,9A,48,03,68,33,03,9A,53,03,68,42, 
03,9A,84,03,68,56,03,9A,6C,03,68,3E,03,9A,7F,03,68,56, 
03,9A,A6,03,68,66,03,9A,92,03,68,5F,03,9A,7C,03,68,52, 
03,9A,AB,03,68,60,03,9A,90,03,68,5B,03,9A,A3,03,68,64, 
03,9A,CE,03,68,7D,03,9A,DE,03,68,85,03,9A,E5,03,68,81, 
03,9B,06,03,68,A6,03,9B,14,03,68,A8,03,9B,18,03,68,B0, 
03,9B,10,03,68,A5,03,9B,2F,03,68,B7,03,9B,34,03,68,C2, 
03,9B,4D,03,68,D6,03,9B,79,03,68,E5,03,9B,9E,03,68,FC, 
03,9B,B5,03,69,0E,03,9B,DD,03,69,2C,03,9B,EE,03,69,22, 
03,9B,FE,03,69,3F,03,9C,10,03,69,42,03,9C,35,03,69,64, 
03,9C,55,03,69,6E,03,9C,7A,03,69,93,03,9C,B4,03,69,AA, 
03,9C,D9,03,69,CE,03,9C,E9,03,69,D3,03,9D,0F,03,69,EA, 
03,9D,39,03,6A,01,03,9D,3E,03,6A,04,03,9D,76,03,6A,1E, 
03,9D,BD,03,6A,62,03,9D,D0,03,6A,6A,03,9D,E3,03,6A,75, 
03,9E,24,03,6A,AE,03,9E,27,03,6A,AA,03,9E,48,03,6A,C0, 
03,9E,82,03,6A,DD,03,9E,BB,03,6B,0E,03,9E,B2,03,6B,07, 
03,9E,F0,03,6B,33,03,9F,23,03,6B,5C,03,9F,4C,03,6B,77, 
03,9F,71,03,6B,89,03,9F,93,03,6B,A7,03,9F,A5,03,6B,B6, 
03,9F,BA,03,6B,B3,03,9F,EE,03,6B,E5,03,A0,0C,03,6C,07, 
03,A0,1C,03,6C,0E,03,A0,48,03,6C,38,03,A0,82,03,6C,5A, 
03,A0,8C,03,6C,66,03,A0,D4,03,6C,A3,03,A0,DB,03,6C,A8, 
03,A0,F7,03,6C,C0,03,A1,15,03,6C,D7,03,A1,3C,03,6C,FB, 
03,A1,48,03,6D,0A,03,A1,73,03,6D,2E,03,A1,80,03,6D,3E, 
03,A1,A3,03,6D,4B,03,A1,AD,03,6D,63,03,A1,D8,03,6D,7D, 
03,A1,FA,03,6D,9F,03,A1,F6,03,6D,8F,03,A2,27,03,6D,BF, 
03,A2,3F,03,6D,D2,03,A2,4E,03,6D,E3,03,A2,79,03,6E,07, 
03,A2,8A,03,6E,21,03,A2,AA,03,6E,32,03,A2,B6,03,6E,39, 
03,A2,DD,03,6E,5C,03,A2,D1,03,6E,4E,03,A2,DE,03,6E,5D, 
03,A2,F8,03,6E,70,03,A3,17,03,6E,8B,03,A3,23,03,6E,A2, 
03,A3,4A,03,6E,B3,03,A3,7B,03,6E,D3,03,A3,85,03,6E,D9, 
03,A3,79,03,6E,EC,03,A3,A6,03,6F,00,03,A3,9D,03,6E,F8, 
03,A3,B6,03,6F,0C,03,A3,D0,03,6F,1C,03,A3,EE,03,6F,2E, 
03,A3,F7,03,6F,40,03,A4,29,03,6F,6C,03,A4,20,03,6F,65, 
03,A4,2C,03,6F,6E,03,A4,2B,03,6F,74,03,A4,5D,03,6F,94, 
03,A4,55,03,6F,8D,03,A4,73,03,6F,A9,03,A4,9D,03,6F,C7, 
03,A4,B8,03,6F,D5,03,A4,D2,03,6F,FA,03,A4,E3,03,6F,F1, 
03,A4,DA,03,70,03,03,A4,D1,03,6F,EE,03,A4,F1,03,70,10, 
03,A5,14,03,70,1D,03,A5,1E,03,70,2C,03,A5,3B,03,70,44, 
03,A5,56,03,70,56,03,A5,6E,03,70,6F,03,A5,7C,03,70,7F, 
03,A5,8C,03,70,91,03,A5,80,03,70,80,03,A5,82,03,70,8A, 
03,A5,A6,03,70,98,03,A5,BF,03,70,A6,03,A5,CA,03,70,B5, 
03,A5,D9,03,70,CF,03,A5,F9,03,70,E4,03,A6,0C,03,70,FA, 
03,A6,1F,03,71,05,03,A6,28,03,71,0D,03,A6,3E,03,71,22, 
03,A6,1D,03,71,13,03,A6,51,03,71,24,03,A6,62,03,71,32, 
03,A6,77,03,71,45,03,A6,86,03,71,60,03,A6,91,03,71,61, 
03,A6,9B,03,71,6C,03,A6,AB,03,71,86,03,A6,C2,03,71,87, 
03,A6,D1,03,71,98,03,A6,DD,03,71,A8,03,A7,27,03,71,D9, 
03,A7,13,03,71,D4,03,A7,23,03,71,EB,03,A7,2F,03,71,FF, 
03,A7,50,03,72,0C,03,A7,49,03,72,03,03,A7,68,03,72,25, 
03,A7,71,03,72,2B,03,A7,76,03,72,30,03,A7,99,03,72,42, 
03,A7,BE,03,72,5E,03,A7,B0,03,72,5C,03,A7,E4,03,72,85, 
03,A7,E5,03,72,87,03,A7,F6,03,72,9C,03,A7,F4,03,72,9A, 
03,A8,30,03,72,BF,03,A8,12,03,72,B2,03,A8,2E,03,72,CB, 
03,A8,54,03,72,E2,03,A8,51,03,72,E7,03,A8,51,03,72,EA, 
03,A8,80,03,73,10,03,A8,8E,03,73,0C,03,A8,62,03,73,05, 
03,A8,8D,03,73,0F,03,A8,86,03,73,1F,03,A8,83,03,73,13, 
03,A8,7E,03,73,11,03,A8,75,03,73,06,03,A8,7B,03,73,02, 
03,A8,48,03,72,D5,03,A8,3B,03,72,CA,03,A7,F9,03,72,8F, 
03,A7,A7,03,72,52,03,A7,7E,03,72,34,03,A7,25,03,71,E5, 
03,A6,A9,03,71,7D,03,A6,36,03,71,2A,03,A5,B6,03,70,C6, 
03,A5,22,03,70,72,03,A4,6A,03,6F,EB,03,A3,A5,03,6F,57, 
03,A2,D6,03,6E,CF,03,A1,E7,03,6E,31,03,A1,20,03,6D,B4, 
03,A0,21,03,6D,10,03,9F,28,03,6C,86,03,9E,2D,03,6B,FD, 
03,9D,0B,03,6B,76,03,9B,E3,03,6A,D0,03,9A,A9,03,6A,27, 
03,99,7D,03,69,7D,03,98,13,03,68,BB,03,96,D7,03,68,19, 
03,95,BA,03,67,8B,03,94,7A,03,66,F2,03,93,55,03,66,77, 
03,92,42,03,66,00,03,91,2C,03,65,70,03,90,37,03,64,FD, 
03,8F,58,03,64,9C,03,8E,81,03,64,1D,03,8D,BB,03,63,B1, 
03,8D,28,03,63,73,03,8C,96,03,63,0C,03,8B,F8,03,62,B1, 
03,8B,6C,03,62,49,03,8B,01,03,62,02,03,8A,95,03,61,B4, 
03,8A,3F,03,61,78,03,89,F2,03,61,4C,03,89,CF,03,61,2C, 
03,89,78,03,60,EC,03,89,67,03,60,D9,03,89,60,03,60,C7, 
03,89,34,03,60,AB,03,89,20,03,60,9B,03,89,14,03,60,97, 
03,88,FA,03,60,76,03,88,F8,03,60,77,03,88,F0,03,60,75, 
03,89,29,03,60,92,03,89,2F,03,60,93,03,89,5F,03,60,BC, 
03,89,7A,03,60,C3,03,89,83,03,60,C6,03,89,AA,03,60,D9, 
03,89,E2,03,61,02,03,8A,14,03,61,23,03,8A,2C,03,61,25, 
03,8A,72,03,61,5B,03,8A,A6,03,61,78,03,8A,E8,03,61,A6, 
03,8B,35,03,61,CE,03,8B,59,03,61,E3,03,8B,A5,03,62,17, 
03,8B,EA,03,62,41,03,8C,36,03,62,66,03,8C,7A,03,62,8A, 
03,8C,D1,03,62,C6,03,8D,27,03,62,EA,03,8D,6A,03,63,0F, 
03,8D,AA,03,63,49,03,8E,07,03,63,77,03,8E,3F,03,63,98, 
03,8E,81,03,63,BD,03,8E,CF,03,63,DD,03,8F,31,03,64,19, 
03,8F,71,03,64,32,03,8F,BC,03,64,67,03,90,3D,03,64,A8, 
03,90,69,03,64,B9,03,90,AB,03,64,D8,03,90,FB,03,65,16, 
03,91,4F,03,65,36,03,91,7B,03,65,45,03,91,EF,03,65,8E, 
03,92,39,03,65,B2,03,92,83,03,65,DB,03,92,F5,03,66,1F, 
03,93,50,03,66,46,03,93,AB,03,66,76,03,94,1D,03,66,C1, 
03,94,69,03,66,EA,03,94,AC,03,67,16,03,94,F8,03,67,39, 
03,95,72,03,67,7C,03,95,C2,03,67,A6,03,96,0B,03,67,E3, 
03,96,87,03,68,25,03,96,E8,03,68,65,03,97,23,03,68,85, 
03,97,99,03,68,D7,03,97,DD,03,68,F6,03,98,33,03,69,28, 
03,98,82,03,69,57,03,98,EA,03,69,9A,03,99,1D,03,69,B7, 
03,99,71,03,69,F5,03,99,D3,03,6A,27,03,9A,03,03,6A,45, 
03,9A,2C,03,6A,5B,03,9A,7F,03,6A,89,03,9A,BC,03,6A,B3, 
03,9A,FD,03,6A,DA,03,9B,4F,03,6B,10,03,9B,9A,03,6B,3C, 
03,9B,AF,03,6B,58,03,9B,E8,03,6B,7B,03,9C,24,03,6B,96, 
03,9C,3B,03,6B,9F,03,9C,43,03,6B,A4,03,9C,7D,03,6B,D5, 
03,9C,B0,03,6B,EE,03,9C,BB,03,6B,FA,03,9C,FC,03,6C,25, 
03,9D,1B,03,6C,3E,03,9D,23,03,6C,30,03,9D,25,03,6C,47, 
03,9D,43,03,6C,56,03,9D,44,03,6C,53,03,9D,58,03,6C,5C, 
03,9D,80,03,6C,77,03,9D,8B,03,6C,7B,03,9D,8F,03,6C,84, 
03,9D,A5,03,6C,97,03,9D,B8,03,6C,99,03,9D,AA,03,6C,95, 
03,9D,BC,03,6C,A1,03,9D,E3,03,6C,A9,03,9D,C3,03,6C,93, 
03,9D,E0,03,6C,A4,03,9D,EF,03,6C,AE,03,9E,06,03,6C,C1, 
03,9E,08,03,6C,C4,03,9E,29,03,6C,DA,03,9E,03,03,6C,BB, 
03,9E,02,03,6C,C1,03,9E,3C,03,6C,DA,03,9E,2B,03,6C,D3, 
03,9E,22,03,6C,D5,03,9E,43,03,6C,E6,03,9E,5F,03,6C,F1, 
03,9E,6B,03,6C,F5,03,9E,74,03,6D,05,03,9E,7E,03,6D,19, 
03,9E,87,03,6D,16,03,9E,88,03,6D,0E,03,9E,8D,03,6D,16, 
03,9E,95,03,6D,17,03,9E,B2,03,6D,36,03,9E,CC,03,6D,33, 
03,9E,DD,03,6D,4A,03,9E,F7,03,6D,52,03,9F,19,03,6D,6B, 
03,9F,1D,03,6D,75,03,9F,2A,03,6D,7A,03,9F,3B,03,6D,85, 
03,9F,49,03,6D,8B,03,9F,70,03,6D,B0,03,9F,74,03,6D,B1, 
03,9F,A3,03,6D,CD,03,9F,BA,03,6D,E2,03,9F,B7,03,6D,DA, 
03,9F,ED,03,6E,09,03,9F,FA,03,6E,19,03,A0,19,03,6E,1F, 
03,A0,2C,03,6E,32,03,A0,4C,03,6E,42,03,A0,71,03,6E,5D, 
03,A0,89,03,6E,75,03,A0,CB,03,6E,99,03,A0,EA,03,6E,AF, 
03,A1,00,03,6E,C1,03,A1,1F,03,6E,D2,03,A1,33,03,6E,E5, 
03,A1,41,03,6E,F3,03,A1,78,03,6F,1D,03,A1,90,03,6F,29, 
03,A1,AA,03,6F,40,03,A1,D0,03,6F,61,03,A2,15,03,6F,8C, 
03,A2,26,03,6F,9C,03,A2,4E,03,6F,B8,03,A2,89,03,6F,E9, 
03,A2,8A,03,6F,EB,03,A2,A3,03,6F,F5,03,A2,DE,03,70,28, 
03,A2,EF,03,70,38,03,A3,06,03,70,51,03,A3,48,03,70,7F, 
03,A3,68,03,70,8C,03,A3,6C,03,70,99,03,A3,A6,03,70,C7, 
03,A3,C1,03,70,DA,03,A3,C3,03,70,E9,03,A3,F8,03,71,0C, 
03,A4,47,03,71,38,03,A4,56,03,71,4D,03,A4,4E,03,71,48, 
03,A4,91,03,71,7F,03,A4,87,03,71,82,03,A4,90,03,71,86, 
03,A4,B6,03,71,8F,03,A4,DB,03,71,B4,03,A4,FB,03,71,C9, 
03,A5,29,03,71,F4,03,A5,50,03,72,13,03,A5,6A,03,72,24, 
03,A5,7B,03,72,43,03,A5,9E,03,72,52,03,A5,9F,03,72,51, 
03,A5,9B,03,72,56,03,A5,D6,03,72,89,03,A5,EF,03,72,8A, 
03,A5,E4,03,72,8F,03,A6,14,03,72,B7,03,A6,44,03,72,D0, 
03,A6,44,03,72,DC,03,A6,74,03,73,08,03,A6,72,03,73,09, 
03,A6,98,03,73,1A,03,A6,9A,03,73,1C,03,A6,CC,03,73,42, 
03,A6,D1,03,73,49,03,A6,E7,03,73,5E,03,A6,F6,03,73,66, 
03,A7,1C,03,73,8B,03,A7,14,03,73,7D,03,A7,49,03,73,A0, 
03,A7,4C,03,73,A9,03,A7,66,03,73,BB,03,A7,72,03,73,CD, 
03,A7,9D,03,73,E5,03,A7,94,03,73,DC,03,A7,AF,03,73,EC, 
03,A7,B5,03,73,F0,03,A7,D5,03,74,0B,03,A7,C6,03,74,04, 
03,A7,F8,03,74,2A,03,A7,F7,03,74,22,03,A7,F7,03,74,34, 
03,A8,20,03,74,52,03,A8,35,03,74,67,03,A8,38,03,74,60, 
03,A8,6A,03,74,7D,03,A8,74,03,74,8F,03,A8,79,03,74,97, 
03,A8,56,03,74,71,03,A8,7C,03,74,9E,03,A8,7C,03,74,94, 
03,A8,87,03,74,A0,03,A8,A3,03,74,AE,03,A8,B7,03,74,C1, 
03,A8,CE,03,74,CE,03,A8,E3,03,74,EB,03,A8,F6,03,74,F2, 
03,A8,FD,03,74,FA,03,A8,E2,03,74,F8,03,A9,0B,03,75,11, 
03,A9,0D,03,75,0D,03,A9,25,03,75,1E,03,A9,3C,03,75,30, 
03,A9,74,03,75,57,03,A9,64,03,75,48,03,A9,7A,03,75,69, 
